game,PromobitOficial,2018-02-28 23:48:02,Brasil
videogame,PromobitOficial,2018-02-28 23:48:02,Brasil
GenXStudiesContest,mylifeaslaura05,2018-02-28 23:47:46,
RetroGames,page28341288,2018-02-28 23:47:16,
RetroGame,page28341288,2018-02-28 23:47:16,
Retrogaming,page28341288,2018-02-28 23:47:16,
retrogamer,page28341288,2018-02-28 23:47:16,
Pixel,page28341288,2018-02-28 23:47:16,
pixelart,page28341288,2018-02-28 23:47:16,
PatoBox,schlausbub,2018-02-28 23:46:40,
gamedev,schlausbub,2018-02-28 23:46:40,
indiegame,schlausbub,2018-02-28 23:46:40,
videogame,schlausbub,2018-02-28 23:46:40,
SteamNewRelease,schlausbub,2018-02-28 23:46:40,
PSVita,schlausbub,2018-02-28 23:46:40,
gamedev,indiedevsunite,2018-02-28 23:46:29,Running on a CPU
indiedev,indiedevsunite,2018-02-28 23:46:29,Running on a CPU
indiegames,indiedevsunite,2018-02-28 23:46:29,Running on a CPU
indiegame,indiedevsunite,2018-02-28 23:46:29,Running on a CPU
TheLetterVN,yangyangmobile,2018-02-28 23:45:29,Republic of the Philippines
gamedev,ReadySetInGames,2018-02-28 23:44:47,Interwebs...
indiedev,ReadySetInGames,2018-02-28 23:44:47,Interwebs...
gamedev,IndieVideoGames,2018-02-28 23:43:17,"San Diego, CA"
indiedev,IndieVideoGames,2018-02-28 23:43:17,"San Diego, CA"
indiegames,IndieVideoGames,2018-02-28 23:43:17,"San Diego, CA"
indiegame,IndieVideoGames,2018-02-28 23:43:17,"San Diego, CA"
videogame,IndieVideoGames,2018-02-28 23:43:17,"San Diego, CA"
IndieGame,CastorEdward,2018-02-28 23:42:58,"Heerhugowaard, Nederland"
TechSupport,CastorEdward,2018-02-28 23:42:58,"Heerhugowaard, Nederland"
GameDev,CastorEdward,2018-02-28 23:42:58,"Heerhugowaard, Nederland"
IndieDev,CastorEdward,2018-02-28 23:42:58,"Heerhugowaard, Nederland"
gamedev,ReadySetIndGame,2018-02-28 23:42:07,"Maryland, USA"
indiedev,ReadySetIndGame,2018-02-28 23:42:07,"Maryland, USA"
indiegames,ReadySetIndGame,2018-02-28 23:42:07,"Maryland, USA"
indiegame,ReadySetIndGame,2018-02-28 23:42:07,"Maryland, USA"
GenXStudiesContest,servandopruneda,2018-02-28 23:41:30, 
gamedev,IndieVideoGames,2018-02-28 23:38:16,"San Diego, CA"
indiedev,IndieVideoGames,2018-02-28 23:38:16,"San Diego, CA"
Videogame,sci_clops,2018-02-28 23:37:47,
videogames,sci_clops,2018-02-28 23:37:47,
gamer,sci_clops,2018-02-28 23:37:47,
gamers,sci_clops,2018-02-28 23:37:47,
VideoGame,InstantTimeDeal,2018-02-28 23:37:16,"Sarasota, Florida"
IndieGame,Computerfiguur,2018-02-28 23:37:08,nowhere
TechSupport,Computerfiguur,2018-02-28 23:37:08,nowhere
GameDev,Computerfiguur,2018-02-28 23:37:08,nowhere
IndieDev,Computerfiguur,2018-02-28 23:37:08,nowhere
gamingnews,TryPlayinBetter,2018-02-28 23:35:46,
podcast,TryPlayinBetter,2018-02-28 23:35:46,
paperspleasefilm,TryPlayinBetter,2018-02-28 23:35:46,
esrb,TryPlayinBetter,2018-02-28 23:35:46,
indiegame,ReadySetGameDev,2018-02-28 23:33:18,
wip,ReadySetGameDev,2018-02-28 23:33:18,
pixelart,ReadySetGameDev,2018-02-28 23:33:18,
screenshot,ReadySetGameDev,2018-02-28 23:33:18,
gamedev,IndieVideoGames,2018-02-28 23:33:15,"San Diego, CA"
indiedev,IndieVideoGames,2018-02-28 23:33:15,"San Diego, CA"
indiegames,IndieVideoGames,2018-02-28 23:33:15,"San Diego, CA"
indiegame,IndieVideoGames,2018-02-28 23:33:15,"San Diego, CA"
videogame,IndieVideoGames,2018-02-28 23:33:15,"San Diego, CA"
gamedev,zbarricades,2018-02-28 23:30:02,Worldwide
indiedev,zbarricades,2018-02-28 23:30:02,Worldwide
indiegames,zbarricades,2018-02-28 23:30:02,Worldwide
indiegame,zbarricades,2018-02-28 23:30:02,Worldwide
videogame,zbarricades,2018-02-28 23:30:02,Worldwide
indiegamedev,zbarricades,2018-02-28 23:30:02,Worldwide
gamedev,ReadySetInGames,2018-02-28 23:29:45,Interwebs...
indiedev,ReadySetInGames,2018-02-28 23:29:45,Interwebs...
indiegames,ReadySetInGames,2018-02-28 23:29:45,Interwebs...
indiegame,ReadySetInGames,2018-02-28 23:29:45,Interwebs...
videogame,ReadySetInGames,2018-02-28 23:29:45,Interwebs...
indiegamedev,ReadySetInGames,2018-02-28 23:29:45,Interwebs...
pixelart,GGJSuisse,2018-02-28 23:28:54,Castle of Yverdon-les-Bains
indiegame,GGJSuisse,2018-02-28 23:28:54,Castle of Yverdon-les-Bains
indiedev,GGJSuisse,2018-02-28 23:28:54,Castle of Yverdon-les-Bains
IndieGameDev,GGJSuisse,2018-02-28 23:28:54,Castle of Yverdon-les-Bains
gamedev,GGJSuisse,2018-02-28 23:28:54,Castle of Yverdon-les-Bains
Videogame,GGJSuisse,2018-02-28 23:28:54,Castle of Yverdon-les-Bains
gaming,GGJSuisse,2018-02-28 23:28:54,Castle of Yverdon-les-Bains
indiedevhour,GGJSuisse,2018-02-28 23:28:54,Castle of Yverdon-les-Bains
twitch,trusteft,2018-02-28 23:27:24,Earth
games,trusteft,2018-02-28 23:27:24,Earth
Civilization4,trusteft,2018-02-28 23:27:24,Earth
CivilizationBeyondtheSword,trusteft,2018-02-28 23:27:24,Earth
Greece,trusteft,2018-02-28 23:27:24,Earth
Vikings,trusteft,2018-02-28 23:27:24,Earth
stream,trusteft,2018-02-28 23:27:24,Earth
tbs,trusteft,2018-02-28 23:27:24,Earth
videogame,ruspoker,2018-02-28 23:26:22,"Russia, Moscow"
Syria,ruspoker,2018-02-28 23:26:22,"Russia, Moscow"
Nintendo,mcfp_2013,2018-02-28 23:25:40,
gamedev,IndieGameDevBot,2018-02-28 23:24:35,
indiedev,IndieGameDevBot,2018-02-28 23:24:35,
indiegames,IndieGameDevBot,2018-02-28 23:24:35,
indiegame,IndieGameDevBot,2018-02-28 23:24:35,
videogame,IndieGameDevBot,2018-02-28 23:24:35,
indiegamedev,IndieGameDevBot,2018-02-28 23:24:35,
ResidentEvil,DustyMacGaming1,2018-02-28 23:24:34,
youtube,DustyMacGaming1,2018-02-28 23:24:34,
youtuber,DustyMacGaming1,2018-02-28 23:24:34,
gamedev,IndieVideoGames,2018-02-28 23:23:14,"San Diego, CA"
indiedev,IndieVideoGames,2018-02-28 23:23:14,"San Diego, CA"
indiegames,IndieVideoGames,2018-02-28 23:23:14,"San Diego, CA"
indiegame,IndieVideoGames,2018-02-28 23:23:14,"San Diego, CA"
videogame,IndieVideoGames,2018-02-28 23:23:14,"San Diego, CA"
indiegamedev,IndieVideoGames,2018-02-28 23:23:14,"San Diego, CA"
gamedev,IndieGameDevBot,2018-02-28 23:55:13,
indiedev,IndieGameDevBot,2018-02-28 23:55:13,
indiegames,IndieGameDevBot,2018-02-28 23:55:13,
indiegame,IndieGameDevBot,2018-02-28 23:55:13,
videogame,IndieGameDevBot,2018-02-28 23:55:13,
indiegamedev,IndieGameDevBot,2018-02-28 23:55:13,
RetroGames,ReadySetGameArt,2018-02-28 23:55:08,
RetroGame,ReadySetGameArt,2018-02-28 23:55:08,
Retrogaming,ReadySetGameArt,2018-02-28 23:55:08,
retrogamer,ReadySetGameArt,2018-02-28 23:55:08,
Pixel,ReadySetGameArt,2018-02-28 23:55:08,
pixelart,ReadySetGameArt,2018-02-28 23:55:08,
GenXStudiesContest,cristinanava01,2018-02-28 23:53:37,
videogame,2Kawaii4Comfort,2018-02-28 23:51:04,"Los Angeles, CA"
DavidLynch,2Kawaii4Comfort,2018-02-28 23:51:04,"Los Angeles, CA"
indiegame,2Kawaii4Comfort,2018-02-28 23:51:04,"Los Angeles, CA"
madewithunity,2Kawaii4Comfort,2018-02-28 23:51:04,"Los Angeles, CA"
capcom,LeonFurry_Aqua,2018-02-28 23:50:44,
IndieGame,CFN_Gaming,2018-02-28 23:50:13,"Alkmaar, The Netherlands"
TechSupport,CFN_Gaming,2018-02-28 23:50:13,"Alkmaar, The Netherlands"
GameDev,CFN_Gaming,2018-02-28 23:50:13,"Alkmaar, The Netherlands"
IndieDev,CFN_Gaming,2018-02-28 23:50:13,"Alkmaar, The Netherlands"
pixelart,zxcv11223300xi,2018-02-28 23:48:40,"Salt Lake City, UT"
medievil,zxcv11223300xi,2018-02-28 23:48:40,"Salt Lake City, UT"
game,zxcv11223300xi,2018-02-28 23:48:40,"Salt Lake City, UT"
games,zxcv11223300xi,2018-02-28 23:48:40,"Salt Lake City, UT"
gaming,zxcv11223300xi,2018-02-28 23:48:40,"Salt Lake City, UT"
gamer,zxcv11223300xi,2018-02-28 23:48:40,"Salt Lake City, UT"
videogame,zxcv11223300xi,2018-02-28 23:48:40,"Salt Lake City, UT"
promoção,PromobitOficial,2018-02-28 23:48:02,Brasil
oferta,PromobitOficial,2018-02-28 23:48:02,Brasil
ps4,PromobitOficial,2018-02-28 23:48:02,Brasil
game,PromobitOficial,2018-02-28 23:48:02,Brasil
videogame,PromobitOficial,2018-02-28 23:48:02,Brasil
GenXStudiesContest,mylifeaslaura05,2018-02-28 23:47:46,
RetroGames,page28341288,2018-02-28 23:47:16,
RetroGame,page28341288,2018-02-28 23:47:16,
Retrogaming,page28341288,2018-02-28 23:47:16,
retrogamer,page28341288,2018-02-28 23:47:16,
Pixel,page28341288,2018-02-28 23:47:16,
pixelart,page28341288,2018-02-28 23:47:16,
PatoBox,schlausbub,2018-02-28 23:46:40,
gamedev,schlausbub,2018-02-28 23:46:40,
indiegame,schlausbub,2018-02-28 23:46:40,
videogame,schlausbub,2018-02-28 23:46:40,
SteamNewRelease,schlausbub,2018-02-28 23:46:40,
PSVita,schlausbub,2018-02-28 23:46:40,
gamedev,indiedevsunite,2018-02-28 23:46:29,Running on a CPU
indiedev,indiedevsunite,2018-02-28 23:46:29,Running on a CPU
indiegames,indiedevsunite,2018-02-28 23:46:29,Running on a CPU
indiegame,indiedevsunite,2018-02-28 23:46:29,Running on a CPU
TheLetterVN,yangyangmobile,2018-02-28 23:45:29,Republic of the Philippines
gamedev,ReadySetInGames,2018-02-28 23:44:47,Interwebs...
indiedev,ReadySetInGames,2018-02-28 23:44:47,Interwebs...
gamedev,IndieVideoGames,2018-02-28 23:43:17,"San Diego, CA"
indiedev,IndieVideoGames,2018-02-28 23:43:17,"San Diego, CA"
indiegames,IndieVideoGames,2018-02-28 23:43:17,"San Diego, CA"
indiegame,IndieVideoGames,2018-02-28 23:43:17,"San Diego, CA"
videogame,IndieVideoGames,2018-02-28 23:43:17,"San Diego, CA"
IndieGame,CastorEdward,2018-02-28 23:42:58,"Heerhugowaard, Nederland"
TechSupport,CastorEdward,2018-02-28 23:42:58,"Heerhugowaard, Nederland"
GameDev,CastorEdward,2018-02-28 23:42:58,"Heerhugowaard, Nederland"
IndieDev,CastorEdward,2018-02-28 23:42:58,"Heerhugowaard, Nederland"
gamedev,ReadySetIndGame,2018-02-28 23:42:07,"Maryland, USA"
indiedev,ReadySetIndGame,2018-02-28 23:42:07,"Maryland, USA"
indiegames,ReadySetIndGame,2018-02-28 23:42:07,"Maryland, USA"
indiegame,ReadySetIndGame,2018-02-28 23:42:07,"Maryland, USA"
GenXStudiesContest,servandopruneda,2018-02-28 23:41:30, 
gamedev,IndieVideoGames,2018-02-28 23:38:16,"San Diego, CA"
indiedev,IndieVideoGames,2018-02-28 23:38:16,"San Diego, CA"
Videogame,sci_clops,2018-02-28 23:37:47,
videogames,sci_clops,2018-02-28 23:37:47,
gamer,sci_clops,2018-02-28 23:37:47,
gamers,sci_clops,2018-02-28 23:37:47,
VideoGame,InstantTimeDeal,2018-02-28 23:37:16,"Sarasota, Florida"
IndieGame,Computerfiguur,2018-02-28 23:37:08,nowhere
TechSupport,Computerfiguur,2018-02-28 23:37:08,nowhere
GameDev,Computerfiguur,2018-02-28 23:37:08,nowhere
IndieDev,Computerfiguur,2018-02-28 23:37:08,nowhere
gamingnews,TryPlayinBetter,2018-02-28 23:35:46,
podcast,TryPlayinBetter,2018-02-28 23:35:46,
paperspleasefilm,TryPlayinBetter,2018-02-28 23:35:46,
esrb,TryPlayinBetter,2018-02-28 23:35:46,
indiegame,ReadySetGameDev,2018-02-28 23:33:18,
wip,ReadySetGameDev,2018-02-28 23:33:18,
pixelart,ReadySetGameDev,2018-02-28 23:33:18,
screenshot,ReadySetGameDev,2018-02-28 23:33:18,
gamedev,IndieVideoGames,2018-02-28 23:33:15,"San Diego, CA"
indiedev,IndieVideoGames,2018-02-28 23:33:15,"San Diego, CA"
indiegames,IndieVideoGames,2018-02-28 23:33:15,"San Diego, CA"
indiegame,IndieVideoGames,2018-02-28 23:33:15,"San Diego, CA"
videogame,IndieVideoGames,2018-02-28 23:33:15,"San Diego, CA"
gamedev,zbarricades,2018-02-28 23:30:02,Worldwide
indiedev,zbarricades,2018-02-28 23:30:02,Worldwide
indiegames,zbarricades,2018-02-28 23:30:02,Worldwide
indiegame,zbarricades,2018-02-28 23:30:02,Worldwide
videogame,zbarricades,2018-02-28 23:30:02,Worldwide
indiegamedev,zbarricades,2018-02-28 23:30:02,Worldwide
gamedev,ReadySetInGames,2018-02-28 23:29:45,Interwebs...
indiedev,ReadySetInGames,2018-02-28 23:29:45,Interwebs...
indiegames,ReadySetInGames,2018-02-28 23:29:45,Interwebs...
indiegame,ReadySetInGames,2018-02-28 23:29:45,Interwebs...
videogame,ReadySetInGames,2018-02-28 23:29:45,Interwebs...
indiegamedev,ReadySetInGames,2018-02-28 23:29:45,Interwebs...
pixelart,GGJSuisse,2018-02-28 23:28:54,Castle of Yverdon-les-Bains
indiegame,GGJSuisse,2018-02-28 23:28:54,Castle of Yverdon-les-Bains
indiedev,GGJSuisse,2018-02-28 23:28:54,Castle of Yverdon-les-Bains
IndieGameDev,GGJSuisse,2018-02-28 23:28:54,Castle of Yverdon-les-Bains
gamedev,GGJSuisse,2018-02-28 23:28:54,Castle of Yverdon-les-Bains
Videogame,GGJSuisse,2018-02-28 23:28:54,Castle of Yverdon-les-Bains
gaming,GGJSuisse,2018-02-28 23:28:54,Castle of Yverdon-les-Bains
indiedevhour,GGJSuisse,2018-02-28 23:28:54,Castle of Yverdon-les-Bains
twitch,trusteft,2018-02-28 23:27:24,Earth
games,trusteft,2018-02-28 23:27:24,Earth
Civilization4,trusteft,2018-02-28 23:27:24,Earth
CivilizationBeyondtheSword,trusteft,2018-02-28 23:27:24,Earth
Greece,trusteft,2018-02-28 23:27:24,Earth
Vikings,trusteft,2018-02-28 23:27:24,Earth
stream,trusteft,2018-02-28 23:27:24,Earth
tbs,trusteft,2018-02-28 23:27:24,Earth
videogame,ruspoker,2018-02-28 23:26:22,"Russia, Moscow"
Syria,ruspoker,2018-02-28 23:26:22,"Russia, Moscow"
Nintendo,mcfp_2013,2018-02-28 23:25:40,
gamedev,IndieGameDevBot,2018-02-28 23:24:35,
indiedev,IndieGameDevBot,2018-02-28 23:24:35,
indiegames,IndieGameDevBot,2018-02-28 23:24:35,
indiegame,IndieGameDevBot,2018-02-28 23:24:35,
videogame,IndieGameDevBot,2018-02-28 23:24:35,
indiegamedev,IndieGameDevBot,2018-02-28 23:24:35,
ResidentEvil,DustyMacGaming1,2018-02-28 23:24:34,
youtube,DustyMacGaming1,2018-02-28 23:24:34,
youtuber,DustyMacGaming1,2018-02-28 23:24:34,
gamedev,IndieVideoGames,2018-02-28 23:23:14,"San Diego, CA"
indiedev,IndieVideoGames,2018-02-28 23:23:14,"San Diego, CA"
indiegames,IndieVideoGames,2018-02-28 23:23:14,"San Diego, CA"
indiegame,IndieVideoGames,2018-02-28 23:23:14,"San Diego, CA"
videogame,IndieVideoGames,2018-02-28 23:23:14,"San Diego, CA"
indiegamedev,IndieVideoGames,2018-02-28 23:23:14,"San Diego, CA"
tombraider,JAIllustrations,2018-02-28 23:59:36,Belfast
tombraidermovie,JAIllustrations,2018-02-28 23:59:36,Belfast
laracroft,JAIllustrations,2018-02-28 23:59:36,Belfast
videogame,JAIllustrations,2018-02-28 23:59:36,Belfast
icon,JAIllustrations,2018-02-28 23:59:36,Belfast
survivor,JAIllustrations,2018-02-28 23:59:36,Belfast
drawing,JAIllustrations,2018-02-28 23:59:36,Belfast
comics,JAIllustrations,2018-02-28 23:59:36,Belfast
tombraider,JAIllustrations,2018-02-28 23:59:24,Belfast
tombraidermovie,JAIllustrations,2018-02-28 23:59:24,Belfast
laracroft,JAIllustrations,2018-02-28 23:59:24,Belfast
videogame,JAIllustrations,2018-02-28 23:59:24,Belfast
icon,JAIllustrations,2018-02-28 23:59:24,Belfast
survivor,JAIllustrations,2018-02-28 23:59:24,Belfast
pixelart,firerockbird,2018-02-28 23:59:10,Brasil
medievil,firerockbird,2018-02-28 23:59:10,Brasil
game,firerockbird,2018-02-28 23:59:10,Brasil
games,firerockbird,2018-02-28 23:59:10,Brasil
gaming,firerockbird,2018-02-28 23:59:10,Brasil
gamer,firerockbird,2018-02-28 23:59:10,Brasil
videogame,firerockbird,2018-02-28 23:59:10,Brasil
gamedev,ReadySetGameDev,2018-02-28 23:59:07,
indiedev,ReadySetGameDev,2018-02-28 23:59:07,
indiegames,ReadySetGameDev,2018-02-28 23:59:07,
indiegame,ReadySetGameDev,2018-02-28 23:59:07,
videogame,ReadySetGameDev,2018-02-28 23:59:07,
gamedev,ReadySetInGames,2018-02-28 23:58:32,Interwebs...
indiedev,ReadySetInGames,2018-02-28 23:58:32,Interwebs...
indiegames,ReadySetInGames,2018-02-28 23:58:32,Interwebs...
indiegame,ReadySetInGames,2018-02-28 23:58:32,Interwebs...
videogame,ReadySetInGames,2018-02-28 23:58:32,Interwebs...
indiegamedev,ReadySetInGames,2018-02-28 23:58:32,Interwebs...
twitch,chief_chjuazwa,2018-02-28 23:58:08,PA
doom,chief_chjuazwa,2018-02-28 23:58:08,PA
steamer,chief_chjuazwa,2018-02-28 23:58:08,PA
videogame,chief_chjuazwa,2018-02-28 23:58:08,PA
newstreamer,chief_chjuazwa,2018-02-28 23:58:08,PA
xbox,chief_chjuazwa,2018-02-28 23:58:08,PA
gamedev,IndieGameDevBot,2018-02-28 23:55:13,
indiedev,IndieGameDevBot,2018-02-28 23:55:13,
indiegames,IndieGameDevBot,2018-02-28 23:55:13,
indiegame,IndieGameDevBot,2018-02-28 23:55:13,
videogame,IndieGameDevBot,2018-02-28 23:55:13,
indiegamedev,IndieGameDevBot,2018-02-28 23:55:13,
RetroGames,ReadySetGameArt,2018-02-28 23:55:08,
RetroGame,ReadySetGameArt,2018-02-28 23:55:08,
Retrogaming,ReadySetGameArt,2018-02-28 23:55:08,
retrogamer,ReadySetGameArt,2018-02-28 23:55:08,
Pixel,ReadySetGameArt,2018-02-28 23:55:08,
pixelart,ReadySetGameArt,2018-02-28 23:55:08,
GenXStudiesContest,cristinanava01,2018-02-28 23:53:37,
videogame,2Kawaii4Comfort,2018-02-28 23:51:04,"Los Angeles, CA"
DavidLynch,2Kawaii4Comfort,2018-02-28 23:51:04,"Los Angeles, CA"
indiegame,2Kawaii4Comfort,2018-02-28 23:51:04,"Los Angeles, CA"
madewithunity,2Kawaii4Comfort,2018-02-28 23:51:04,"Los Angeles, CA"
capcom,LeonFurry_Aqua,2018-02-28 23:50:44,
IndieGame,CFN_Gaming,2018-02-28 23:50:13,"Alkmaar, The Netherlands"
TechSupport,CFN_Gaming,2018-02-28 23:50:13,"Alkmaar, The Netherlands"
GameDev,CFN_Gaming,2018-02-28 23:50:13,"Alkmaar, The Netherlands"
IndieDev,CFN_Gaming,2018-02-28 23:50:13,"Alkmaar, The Netherlands"
pixelart,zxcv11223300xi,2018-02-28 23:48:40,"Salt Lake City, UT"
medievil,zxcv11223300xi,2018-02-28 23:48:40,"Salt Lake City, UT"
game,zxcv11223300xi,2018-02-28 23:48:40,"Salt Lake City, UT"
games,zxcv11223300xi,2018-02-28 23:48:40,"Salt Lake City, UT"
gaming,zxcv11223300xi,2018-02-28 23:48:40,"Salt Lake City, UT"
gamer,zxcv11223300xi,2018-02-28 23:48:40,"Salt Lake City, UT"
videogame,zxcv11223300xi,2018-02-28 23:48:40,"Salt Lake City, UT"
promoção,PromobitOficial,2018-02-28 23:48:02,Brasil
oferta,PromobitOficial,2018-02-28 23:48:02,Brasil
ps4,PromobitOficial,2018-02-28 23:48:02,Brasil
game,PromobitOficial,2018-02-28 23:48:02,Brasil
videogame,PromobitOficial,2018-02-28 23:48:02,Brasil
GenXStudiesContest,mylifeaslaura05,2018-02-28 23:47:46,
RetroGames,page28341288,2018-02-28 23:47:16,
RetroGame,page28341288,2018-02-28 23:47:16,
Retrogaming,page28341288,2018-02-28 23:47:16,
retrogamer,page28341288,2018-02-28 23:47:16,
Pixel,page28341288,2018-02-28 23:47:16,
pixelart,page28341288,2018-02-28 23:47:16,
PatoBox,schlausbub,2018-02-28 23:46:40,
gamedev,schlausbub,2018-02-28 23:46:40,
indiegame,schlausbub,2018-02-28 23:46:40,
videogame,schlausbub,2018-02-28 23:46:40,
SteamNewRelease,schlausbub,2018-02-28 23:46:40,
PSVita,schlausbub,2018-02-28 23:46:40,
gamedev,indiedevsunite,2018-02-28 23:46:29,Running on a CPU
indiedev,indiedevsunite,2018-02-28 23:46:29,Running on a CPU
indiegames,indiedevsunite,2018-02-28 23:46:29,Running on a CPU
indiegame,indiedevsunite,2018-02-28 23:46:29,Running on a CPU
TheLetterVN,yangyangmobile,2018-02-28 23:45:29,Republic of the Philippines
gamedev,ReadySetInGames,2018-02-28 23:44:47,Interwebs...
indiedev,ReadySetInGames,2018-02-28 23:44:47,Interwebs...
gamedev,IndieVideoGames,2018-02-28 23:43:17,"San Diego, CA"
indiedev,IndieVideoGames,2018-02-28 23:43:17,"San Diego, CA"
indiegames,IndieVideoGames,2018-02-28 23:43:17,"San Diego, CA"
indiegame,IndieVideoGames,2018-02-28 23:43:17,"San Diego, CA"
videogame,IndieVideoGames,2018-02-28 23:43:17,"San Diego, CA"
IndieGame,CastorEdward,2018-02-28 23:42:58,"Heerhugowaard, Nederland"
TechSupport,CastorEdward,2018-02-28 23:42:58,"Heerhugowaard, Nederland"
GameDev,CastorEdward,2018-02-28 23:42:58,"Heerhugowaard, Nederland"
IndieDev,CastorEdward,2018-02-28 23:42:58,"Heerhugowaard, Nederland"
gamedev,ReadySetIndGame,2018-02-28 23:42:07,"Maryland, USA"
indiedev,ReadySetIndGame,2018-02-28 23:42:07,"Maryland, USA"
indiegames,ReadySetIndGame,2018-02-28 23:42:07,"Maryland, USA"
indiegame,ReadySetIndGame,2018-02-28 23:42:07,"Maryland, USA"
GenXStudiesContest,servandopruneda,2018-02-28 23:41:30, 
gamedev,IndieVideoGames,2018-02-28 23:38:16,"San Diego, CA"
indiedev,IndieVideoGames,2018-02-28 23:38:16,"San Diego, CA"
Videogame,sci_clops,2018-02-28 23:37:47,
videogames,sci_clops,2018-02-28 23:37:47,
gamer,sci_clops,2018-02-28 23:37:47,
gamers,sci_clops,2018-02-28 23:37:47,
VideoGame,InstantTimeDeal,2018-02-28 23:37:16,"Sarasota, Florida"
IndieGame,Computerfiguur,2018-02-28 23:37:08,nowhere
TechSupport,Computerfiguur,2018-02-28 23:37:08,nowhere
GameDev,Computerfiguur,2018-02-28 23:37:08,nowhere
IndieDev,Computerfiguur,2018-02-28 23:37:08,nowhere
gamingnews,TryPlayinBetter,2018-02-28 23:35:46,
podcast,TryPlayinBetter,2018-02-28 23:35:46,
paperspleasefilm,TryPlayinBetter,2018-02-28 23:35:46,
esrb,TryPlayinBetter,2018-02-28 23:35:46,
indiegame,ReadySetGameDev,2018-02-28 23:33:18,
wip,ReadySetGameDev,2018-02-28 23:33:18,
pixelart,ReadySetGameDev,2018-02-28 23:33:18,
screenshot,ReadySetGameDev,2018-02-28 23:33:18,
gamedev,IndieVideoGames,2018-02-28 23:33:15,"San Diego, CA"
indiedev,IndieVideoGames,2018-02-28 23:33:15,"San Diego, CA"
indiegames,IndieVideoGames,2018-02-28 23:33:15,"San Diego, CA"
indiegame,IndieVideoGames,2018-02-28 23:33:15,"San Diego, CA"
videogame,IndieVideoGames,2018-02-28 23:33:15,"San Diego, CA"
gamedev,zbarricades,2018-02-28 23:30:02,Worldwide
indiedev,zbarricades,2018-02-28 23:30:02,Worldwide
indiegames,zbarricades,2018-02-28 23:30:02,Worldwide
indiegame,zbarricades,2018-02-28 23:30:02,Worldwide
videogame,zbarricades,2018-02-28 23:30:02,Worldwide
indiegamedev,zbarricades,2018-02-28 23:30:02,Worldwide
gamedev,ReadySetInGames,2018-02-28 23:29:45,Interwebs...
indiedev,ReadySetInGames,2018-02-28 23:29:45,Interwebs...
indiegames,ReadySetInGames,2018-02-28 23:29:45,Interwebs...
indiegame,ReadySetInGames,2018-02-28 23:29:45,Interwebs...
videogame,ReadySetInGames,2018-02-28 23:29:45,Interwebs...
indiegamedev,ReadySetInGames,2018-02-28 23:29:45,Interwebs...
pixelart,GGJSuisse,2018-02-28 23:28:54,Castle of Yverdon-les-Bains
indiegame,GGJSuisse,2018-02-28 23:28:54,Castle of Yverdon-les-Bains
indiedev,GGJSuisse,2018-02-28 23:28:54,Castle of Yverdon-les-Bains
IndieGameDev,GGJSuisse,2018-02-28 23:28:54,Castle of Yverdon-les-Bains
gamedev,GGJSuisse,2018-02-28 23:28:54,Castle of Yverdon-les-Bains
